time,playerPositionX,playerPositionZ,playerRotation,rewardAmount,painBodyPart,painBodySource
0.007606506,0,0,0,0,00,000
0.01521301,0,0.0004625539,0,0,00,000
0.03520966,0,0.001387662,0,0,00,000
0.04689026,0,0.007020908,0,0,00,000
0.06347656,0,0.0114032,0,0,00,000
0.07798004,0,0.01982448,0,0,00,000
0.09318542,0,0.02886961,0,0,00,000
0.1078949,0,0.04020695,0,0,00,000
0.134903,0,0.05290142,0,0,00,000
0.1493759,0,0.0820505,0,0,00,000
0.1655807,0,0.09934561,0,0,00,000
0.1680756,0,0.1208149,0,0,00,000
0.2156754,0,0.124165,0,0,00,000
0.2183762,0,0.2062936,0,0,00,000
0.2306747,0,0.2110161,0,0,00,000
0.2436829,0,0.2337089,0,0,00,000
0.2565842,0,0.2590701,0,0,00,000
0.2681808,0,0.2855486,0,0,00,000
0.2818756,0,0.3104322,0,0,00,000
0.2984848,0,0.3413138,0,0,00,000
0.3052826,0,0.3809724,0,0,00,000
0.3164825,0,0.3975755,0,0,00,000
0.328186,0,0.4259349,0,0,00,000
0.3401794,0,0.4566641,0,0,00,000
0.3511887,0,0.4892978,0,0,00,000
0.3688431,0,0.5202251,0,0,00,000
0.3848877,0,0.5723123,0,0,00,000
0.3869858,0,0.6217039,0,0,00,000
0.4005814,0,0.6282024,0,0,00,000
0.4077835,0,0.6717712,0,0,00,000
0.4189682,0,0.695267,0,0,00,000
0.4318848,0,0.7434915,0,0,00,000
0.4515839,-1.464831E-08,0.813467,0,0,00,000
0.4537735,-3.346766E-08,0.949947,0,0,00,000
0.465004,-3.552371E-08,0.9654337,0,0,00,000
0.4766769,-4.511748E-08,1.052835,0,0,00,000
0.4987717,-5.415904E-08,1.151567,0,0,00,000
0.5161819,-6.824545E-08,1.363983,0,0,00,000
0.5190659,-7.779737E-08,1.544389,0,0,00,000
0.5654678,-7.934431E-08,1.574605,0,0,00,000
0.5680695,-9.498379E-08,2.138487,0,0,00,000
0.5783768,-9.584245E-08,2.170258,0,0,00,000
0.5888748,-9.89628E-08,2.298457,0,0,00,000
0.6002655,-1.018743E-07,2.431295,0,0,00,000
0.6174011,-1.047458E-07,2.577875,0,0,00,000
0.6335907,-1.08473E-07,2.803362,0,0,00,000
0.6361771,-1.115393E-07,3.02032,0,0,00,000
0.6499786,-1.120187E-07,3.055043,0,0,00,000
0.657486,-1.142958E-07,3.242836,0,0,00,000
0.6693802,-1.154599E-07,3.345599,0,0,00,000
0.6818542,-1.171291E-07,3.509936,0,0,00,000
0.6988602,-1.187049E-07,3.683754,0,0,00,000
0.7037964,-1.205605E-07,3.923127,0,0,00,000
0.7151871,-1.210778E-07,3.992786,0,0,00,000
0.7267761,-1.221629E-07,4.154467,0,0,00,000
0.7376938,-1.231644E-07,4.319802,0,0,00,000
0.7503891,-1.240255E-07,4.476247,0,0,00,000
0.7599869,-1.249254E-07,4.659102,0,0,00,000
0.77108,-1.255534E-07,4.79775,0,0,00,000
0.7823868,-1.262147E-07,4.958514,0,0,00,000
0.7939148,-1.268279E-07,5.122932,0,0,00,000
0.8050613,-0.0003196284,5.291088,-0.01001366,0,00,000
0.8173828,-0.001197827,5.454028,-0.02002632,0,00,000
0.8318558,-0.002809017,5.634557,-0.02022262,0,00,000
0.8511047,-0.005509234,5.847229,-0.02041893,0,00,000
0.8543854,-0.01038011,6.13094,-0.02061524,0,00,000
0.8655167,-0.01124218,6.17934,-0.02061524,0,00,000
0.8755493,-0.01452325,6.343679,-0.02081155,0,00,000
0.8862991,-0.01775206,6.49205,-0.02100786,0,00,000
0.8985519,-0.02149537,6.651153,-0.02100786,0,00,000
0.9162064,-0.02610026,6.832715,-0.02100786,0,00,000
0.9216461,-0.03336957,7.094757,-0.02100786,0,00,000
0.9341736,-0.0356609,7.175525,-0.02100786,0,00,000
0.9460983,-0.04120033,7.36172,-0.02100786,0,00,000
0.9578476,-0.04668885,7.539155,-0.02100786,0,00,000
0.9692535,-0.05228366,7.714079,-0.02100786,0,00,000
0.9814835,-0.0578729,7.883926,-0.02100786,0,00,000
1.000999,-0.06403539,8.066215,-0.02100786,0,00,000
1.003311,-0.07450353,8.357305,-0.02375606,0,00,000
1.013535,-0.07575297,8.391744,-0.02650409,0,00,000
1.023903,-0.08149914,8.544335,-0.02650409,0,00,000
1.035202,-0.08752714,8.699138,-0.02650409,0,00,000
1.048286,-0.0943132,8.867858,-0.02650409,0,00,000
1.066483,-0.1024388,9.06333,-0.02650409,0,00,000
1.068581,-0.1141973,9.335227,-0.02650409,0,00,000
1.077995,-0.1155601,9.366619,-0.02650409,0,00,000
1.088852,-0.1217731,9.507374,-0.02650409,0,00,000
1.11544,-0.1367349,9.837726,-0.02650409,0,00,000
1.132278,-0.1474235,10.06728,-0.02650409,0,00,000
1.134781,-0.1593714,10.31913,-0.02650409,0,00,000
1.143921,-0.1611497,10.35653,-0.02650409,0,00,000
1.154732,-0.1677044,10.49329,-0.02630781,0,00,000
1.165901,-0.1755097,10.655,-0.02591524,0,00,000
1.188271,-0.1836301,10.82211,-0.02591524,0,00,000
1.21521,-0.2000931,11.15684,-0.02591524,0,00,000
1.218025,-0.2201594,11.56007,-0.02591524,0,00,000
1.227333,-0.2222566,11.60217,-0.02591524,0,00,000
1.237747,-0.2292195,11.74152,-0.02591524,0,00,000
1.248009,-0.2370365,11.89747,-0.02591524,0,00,000
1.264702,-0.2447578,12.05107,-0.02591524,0,00,000
1.282303,-0.2573763,12.30101,-0.02591524,0,00,000
1.284515,-0.2707346,12.56458,-0.02591524,0,00,000
1.294266,-0.2724118,12.59766,-0.02591524,0,00,000
1.305084,-0.2798276,12.74365,-0.02591524,0,00,000
1.314949,-0.2880931,12.90563,-0.02670037,0,00,000
1.333038,-0.2956705,13.0534,-0.02709293,0,00,000
1.348831,-0.3098162,13.32427,-0.02885938,0,00,000
1.351173,-0.3223468,13.5608,-0.02905565,0,00,000
1.363205,-0.3242082,13.59587,-0.02925191,0,00,000
1.371239,-0.3338901,13.77609,-0.0298407,0,00,000
1.382034,-0.3404126,13.89634,-0.030822,0,00,000
1.399338,-0.3492937,14.05795,-0.03121451,0,00,000
1.43232,-0.3639017,14.31704,-0.03258826,0,00,000
1.434311,-0.3934132,14.8108,-0.03455065,0,00,000
1.444031,-0.3951987,14.8406,-0.03455065,0,00,000
1.45562,-0.4040837,14.98608,-0.03729777,0,00,000
1.464996,-0.4149852,15.15953,-0.04004461,0,00,000
1.482697,-0.4240063,15.29988,-0.04082936,0,00,000
1.515968,-0.4417077,15.56479,-0.04102555,0,00,000
1.517998,-0.4771146,16.06252,-0.04141791,0,00,000
1.52697,-0.4792765,16.09283,-0.04141791,0,00,000
1.537659,-0.4889708,16.22711,-0.04161409,0,00,000
1.547958,-0.5006661,16.38697,-0.04161409,0,00,000
